ID,Side,amount_BTC,amount_AED,date_created,Status
3690993,buy,0.00090752,-55.55,2023-01-03T16:20:09+00:00,DONE
3690822,buy,0.00090211,-55.55,2023-01-03T14:20:06+00:00,DONE
3690752,buy,0.00090362,-55.55,2023-01-03T12:20:04+00:00,DONE
3690674,buy,0.00090232,-55.55,2023-01-03T10:20:01+00:00,DONE
3690586,buy,0.00090351,-55.55,2023-01-03T08:19:58+00:00,DONE
3690456,buy,0.00090211,-55.55,2023-01-03T06:19:55+00:00,DONE
3690351,buy,0.00090486,-55.55,2023-01-03T04:19:53+00:00,DONE
3690306,buy,0.00090529,-55.55,2023-01-03T02:19:51+00:00,DONE
3690265,buy,0.00090519,-55.55,2023-01-03T00:19:48+00:00,DONE
3690243,buy,0.00090254,-55.55,2023-01-02T22:19:46+00:00,DONE
3690179,buy,0.00090405,-55.55,2023-01-02T20:19:44+00:00,DONE
3690077,buy,0.00090421,-55.55,2023-01-02T18:19:42+00:00,DONE
3689970,buy,0.00090281,-55.55,2023-01-02T16:19:39+00:00,DONE
3689882,buy,0.00090426,-55.55,2023-01-02T14:19:37+00:00,DONE
3689796,buy,0.00090238,-55.55,2023-01-02T12:19:35+00:00,DONE
3689710,buy,0.00090254,-55.55,2023-01-02T10:19:33+00:00,DONE
3689585,buy,0.00090168,-55.54,2023-01-02T08:19:31+00:00,DONE
3689440,buy,0.0009073,-55.55,2023-01-02T06:19:29+00:00,DONE
3689387,buy,0.00090768,-55.55,2023-01-02T04:19:27+00:00,DONE
3689360,buy,0.00091096,-55.55,2023-01-02T02:19:23+00:00,DONE
3689335,buy,0.00090927,-55.55,2023-01-02T00:19:20+00:00,DONE
3689311,buy,0.00090976,-55.55,2023-01-01T22:19:18+00:00,DONE
3689263,buy,0.00090938,-55.55,2023-01-01T20:19:16+00:00,DONE
3689219,buy,0.00091085,-55.55,2023-01-01T18:19:14+00:00,DONE
3689168,buy,0.00091228,-55.55,2023-01-01T16:19:11+00:00,DONE
3689119,buy,0.00091316,-55.55,2023-01-01T14:19:08+00:00,DONE
3689082,buy,0.00091239,-55.55,2023-01-01T12:19:06+00:00,DONE
3689035,buy,0.00091377,-55.55,2023-01-01T10:19:03+00:00,DONE
3688976,buy,0.0009151,-55.56,2023-01-01T08:18:59+00:00,DONE
3688934,buy,0.00091344,-55.55,2023-01-01T06:18:55+00:00,DONE
3688895,buy,0.00091404,-55.55,2023-01-01T04:18:51+00:00,DONE
3688873,buy,0.00091294,-55.55,2023-01-01T02:18:48+00:00,DONE
3688859,buy,0.00091416,-55.55,2023-01-01T00:18:44+00:00,DONE
3688827,buy,0.00091283,-55.55,2022-12-31T22:18:42+00:00,DONE
3688789,buy,0.00091124,-55.55,2022-12-31T20:18:38+00:00,DONE
3688730,buy,0.00091069,-55.55,2022-12-31T18:18:36+00:00,DONE
3688690,buy,0.00091031,-55.55,2022-12-31T16:18:34+00:00,DONE
3688595,buy,0.00090943,-55.55,2022-12-31T14:18:32+00:00,DONE
3688531,buy,0.0009119,-55.55,2022-12-31T12:18:28+00:00,DONE
3688426,buy,0.00091261,-55.55,2022-12-31T10:18:25+00:00,DONE
3688325,buy,0.00091228,-55.55,2022-12-31T08:18:22+00:00,DONE
3688248,buy,0.00091311,-55.55,2022-12-31T06:18:19+00:00,DONE
3688189,buy,0.00091311,-55.55,2022-12-31T04:18:15+00:00,DONE
3688158,buy,0.0009125,-55.55,2022-12-31T02:18:13+00:00,DONE
3688144,buy,0.00091118,-55.55,2022-12-31T00:18:11+00:00,DONE
3688120,buy,0.00091041,-55.55,2022-12-30T22:18:09+00:00,DONE
3688061,buy,0.00091294,-55.55,2022-12-30T20:18:06+00:00,DONE
3687999,buy,0.00091404,-55.55,2022-12-30T18:18:02+00:00,DONE
3687891,buy,0.00091399,-55.55,2022-12-30T16:18:00+00:00,DONE
3687796,buy,0.00091704,-55.55,2022-12-30T14:17:56+00:00,DONE
3687693,buy,0.00091648,-55.54,2022-12-30T12:17:54+00:00,DONE
3687591,buy,0.00091532,-55.55,2022-12-30T10:17:52+00:00,DONE
3687521,buy,0.00091737,-55.55,2022-12-30T08:17:50+00:00,DONE
3687428,buy,0.00091272,-55.55,2022-12-30T06:17:47+00:00,DONE
3687373,buy,0.00091058,-55.55,2022-12-30T04:17:43+00:00,DONE
3687341,buy,0.00091014,-55.55,2022-12-30T02:17:40+00:00,DONE
3687309,buy,0.00090921,-55.55,2022-12-30T00:17:38+00:00,DONE
3687263,buy,0.00091014,-55.55,2022-12-29T22:17:35+00:00,DONE
3687155,buy,0.00090981,-55.55,2022-12-29T20:17:33+00:00,DONE
3687051,buy,0.00090938,-55.55,2022-12-29T18:17:30+00:00,DONE
3686977,buy,0.0009091,-55.55,2022-12-29T16:17:27+00:00,DONE
3686883,buy,0.00090981,-55.55,2022-12-29T14:17:25+00:00,DONE
3686801,buy,0.00091036,-55.55,2022-12-29T12:17:23+00:00,DONE
3686720,buy,0.00091102,-55.55,2022-12-29T10:17:19+00:00,DONE
3686634,buy,0.00091283,-55.55,2022-12-29T08:17:16+00:00,DONE
3686538,buy,0.00091228,-55.55,2022-12-29T06:17:13+00:00,DONE
3686451,buy,0.00091355,-55.55,2022-12-29T04:17:10+00:00,DONE
3686413,buy,0.00091449,-55.55,2022-12-29T02:17:07+00:00,DONE
3686374,buy,0.00091327,-55.55,2022-12-29T00:17:05+00:00,DONE
3686345,buy,0.00091732,-55.55,2022-12-28T22:17:03+00:00,DONE
3686274,buy,0.00091074,-55.57,2022-12-28T20:17:01+00:00,DONE
3686211,buy,0.00090796,-55.55,2022-12-28T18:16:58+00:00,DONE
3686128,buy,0.00091151,-55.56,2022-12-28T16:16:56+00:00,DONE
3686030,buy,0.00090708,-55.55,2022-12-28T14:16:54+00:00,DONE
3685965,buy,0.00090605,-55.55,2022-12-28T12:16:50+00:00,DONE
3685867,buy,0.00090611,-55.55,2022-12-28T10:16:48+00:00,DONE
3685752,buy,0.00090774,-55.55,2022-12-28T08:16:45+00:00,DONE
3685646,buy,0.00091014,-55.55,2022-12-28T06:16:42+00:00,DONE
3685530,buy,0.00090681,-55.55,2022-12-28T04:16:38+00:00,DONE
3685494,buy,0.00090524,-55.55,2022-12-28T02:16:34+00:00,DONE
3685459,buy,0.00090491,-55.55,2022-12-28T00:16:32+00:00,DONE
3685428,buy,0.00090497,-55.55,2022-12-27T22:16:29+00:00,DONE
3685367,buy,0.00090551,-55.55,2022-12-27T20:16:25+00:00,DONE
3685267,buy,0.0009066,-55.55,2022-12-27T18:16:22+00:00,DONE
3685181,buy,0.00090055,-55.55,2022-12-27T16:16:19+00:00,DONE
3685058,buy,0.00089846,-55.55,2022-12-27T14:16:15+00:00,DONE
3684970,buy,0.00089804,-55.55,2022-12-27T12:16:13+00:00,DONE
3684858,buy,0.00089612,-55.55,2022-12-27T10:16:10+00:00,DONE
3684733,buy,0.00089697,-55.55,2022-12-27T08:16:07+00:00,DONE
3684625,buy,0.0008957,-55.55,2022-12-27T06:16:05+00:00,DONE
3684572,buy,0.00089543,-55.55,2022-12-27T04:16:02+00:00,DONE
3684524,buy,0.00089501,-55.55,2022-12-27T02:15:59+00:00,DONE
3684503,buy,0.000891,-55.55,2022-12-27T00:15:56+00:00,DONE
3684487,buy,0.00089703,-55.55,2022-12-26T22:15:53+00:00,DONE
3684431,buy,0.00089692,-55.55,2022-12-26T20:15:50+00:00,DONE
3684336,buy,0.00089772,-55.55,2022-12-26T18:15:48+00:00,DONE
3684223,buy,0.00089788,-55.55,2022-12-26T16:15:45+00:00,DONE
3684127,buy,0.00089724,-55.55,2022-12-26T14:15:43+00:00,DONE
3684052,buy,0.00089649,-55.55,2022-12-26T12:15:40+00:00,DONE
3683975,buy,0.00089745,-55.55,2022-12-26T10:15:36+00:00,DONE
3683878,buy,0.0008974,-55.55,2022-12-26T08:15:33+00:00,DONE
3683804,buy,0.00089618,-55.54,2022-12-26T06:15:30+00:00,DONE
3683724,buy,0.000894,-55.55,2022-12-26T04:15:27+00:00,DONE
3683696,buy,0.00089554,-55.55,2022-12-26T02:15:23+00:00,DONE
3683683,buy,0.00089793,-55.55,2022-12-26T00:15:20+00:00,DONE
3683659,buy,0.0008974,-55.55,2022-12-25T22:15:18+00:00,DONE
3683621,buy,0.00090039,-55.55,2022-12-25T20:15:16+00:00,DONE
3683552,buy,0.00089921,-55.55,2022-12-25T18:15:12+00:00,DONE
3683511,buy,0.00089911,-55.55,2022-12-25T16:15:09+00:00,DONE
3683450,buy,0.00089921,-55.55,2022-12-25T14:15:06+00:00,DONE
3683411,buy,0.00089846,-55.55,2022-12-25T12:15:03+00:00,DONE
3683358,buy,0.00089793,-55.55,2022-12-25T10:15:00+00:00,DONE
3683306,buy,0.00089788,-55.55,2022-12-25T08:14:58+00:00,DONE
3683263,buy,0.00089804,-55.55,2022-12-25T06:14:55+00:00,DONE
3683226,buy,0.0008974,-55.55,2022-12-25T04:14:51+00:00,DONE
3683204,buy,0.00089665,-55.55,2022-12-25T02:14:49+00:00,DONE
3683187,buy,0.00089703,-55.55,2022-12-25T00:14:46+00:00,DONE
3683159,buy,0.00089777,-55.55,2022-12-24T22:14:43+00:00,DONE
3683117,buy,0.00089676,-55.55,2022-12-24T20:14:41+00:00,DONE
3683064,buy,0.00089745,-55.55,2022-12-24T18:14:39+00:00,DONE
3683010,buy,0.00089782,-55.55,2022-12-24T16:14:37+00:00,DONE
3682968,buy,0.00089782,-55.55,2022-12-24T14:14:34+00:00,DONE
3682902,buy,0.00089766,-55.55,2022-12-24T12:14:32+00:00,DONE
3682842,buy,0.00089761,-55.55,2022-12-24T10:14:29+00:00,DONE
3682758,buy,0.00089713,-55.55,2022-12-24T08:14:26+00:00,DONE
3682674,buy,0.00089852,-55.55,2022-12-24T06:14:23+00:00,DONE
3682634,buy,0.00089735,-55.55,2022-12-24T04:14:21+00:00,DONE
3682613,buy,0.00089862,-55.55,2022-12-24T02:14:17+00:00,DONE
3682595,buy,0.00090007,-55.56,2022-12-24T00:14:14+00:00,DONE
3682556,buy,0.00089943,-55.55,2022-12-23T22:14:12+00:00,DONE
3682519,buy,0.00089735,-55.55,2022-12-23T20:14:09+00:00,DONE
3682458,buy,0.00089724,-55.55,2022-12-23T18:14:07+00:00,DONE
3682406,buy,0.00089692,-55.55,2022-12-23T16:14:04+00:00,DONE
3682330,buy,0.00089825,-55.55,2022-12-23T14:14:02+00:00,DONE
3682238,buy,0.00089671,-55.55,2022-12-23T12:13:59+00:00,DONE
3682154,buy,0.00089703,-55.55,2022-12-23T10:13:56+00:00,DONE
3682053,buy,0.00089782,-55.55,2022-12-23T08:13:53+00:00,DONE
3681956,buy,0.00089782,-55.55,2022-12-23T06:13:49+00:00,DONE
3681907,buy,0.00089756,-55.54,2022-12-23T04:13:47+00:00,DONE
3681839,buy,0.00090007,-55.55,2022-12-23T02:13:45+00:00,DONE
3681800,buy,0.00089948,-55.55,2022-12-23T00:13:42+00:00,DONE
3681735,buy,0.000899,-55.55,2022-12-22T22:13:40+00:00,DONE
3681687,buy,0.00090665,-55.55,2022-12-22T20:13:38+00:00,DONE
3681621,buy,0.00091025,-55.55,2022-12-22T18:13:34+00:00,DONE
3681533,buy,0.0009091,-55.55,2022-12-22T16:13:32+00:00,DONE
3681412,buy,0.00090184,-55.55,2022-12-22T14:13:28+00:00,DONE
3681323,buy,0.00089804,-55.55,2022-12-22T12:13:26+00:00,DONE
3681213,buy,0.00089772,-55.55,2022-12-22T10:13:23+00:00,DONE
3681136,buy,0.00089916,-55.55,2022-12-22T08:13:21+00:00,DONE
3681067,buy,0.00089895,-55.56,2022-12-22T06:13:18+00:00,DONE
3680997,buy,0.00089735,-55.55,2022-12-22T04:13:16+00:00,DONE
3680959,buy,0.00089825,-55.55,2022-12-22T02:13:13+00:00,DONE
3680928,buy,0.0008983,-55.55,2022-12-22T00:13:11+00:00,DONE
3680911,buy,0.0009005,-55.55,2022-12-21T22:13:08+00:00,DONE
3680805,buy,0.00090243,-55.55,2022-12-21T20:13:04+00:00,DONE
3680730,buy,0.00089852,-55.55,2022-12-21T18:13:01+00:00,DONE
3680656,buy,0.00089681,-55.55,2022-12-21T16:12:57+00:00,DONE
3680599,buy,0.00089719,-55.55,2022-12-21T14:12:54+00:00,DONE
3680523,buy,0.00089623,-55.55,2022-12-21T12:12:51+00:00,DONE
3680433,buy,0.00089618,-55.55,2022-12-21T10:12:48+00:00,DONE
3680350,buy,0.000899,-55.55,2022-12-21T08:12:45+00:00,DONE
3680269,buy,0.00089777,-55.55,2022-12-21T06:12:42+00:00,DONE
3680218,buy,0.00089846,-55.55,2022-12-21T04:12:40+00:00,DONE
3680173,buy,0.00089575,-55.55,2022-12-21T02:12:37+00:00,DONE
3680159,buy,0.00089363,-55.55,2022-12-21T00:12:34+00:00,DONE
3680135,buy,0.00089522,-55.55,2022-12-20T22:12:32+00:00,DONE
3680081,buy,0.00089527,-55.54,2022-12-20T20:12:30+00:00,DONE
3679998,buy,0.00089959,-55.55,2022-12-20T18:12:27+00:00,DONE
3679924,buy,0.00089501,-55.55,2022-12-20T16:12:24+00:00,DONE
3679818,buy,0.00089964,-55.55,2022-12-20T14:12:21+00:00,DONE
3679713,buy,0.00089841,-55.55,2022-12-20T12:12:18+00:00,DONE
3679614,buy,0.00089916,-55.55,2022-12-20T10:12:15+00:00,DONE
3679522,buy,0.00089943,-55.56,2022-12-20T08:12:12+00:00,DONE
3679435,buy,0.00090012,-55.56,2022-12-20T06:12:10+00:00,DONE
3679381,buy,0.00090421,-55.56,2022-12-20T04:12:08+00:00,DONE
3679338,buy,0.00091278,-55.55,2022-12-20T02:12:06+00:00,DONE
3679309,buy,0.00092111,-55.53,2022-12-20T00:12:03+00:00,DONE
3679278,buy,0.00091135,-55.55,2022-12-19T22:12:00+00:00,DONE
3679212,buy,0.00091239,-55.56,2022-12-19T20:11:56+00:00,DONE
3679101,buy,0.00091019,-55.55,2022-12-19T18:11:52+00:00,DONE
3678994,buy,0.00090676,-55.55,2022-12-19T16:11:49+00:00,DONE
3678911,buy,0.00090578,-55.55,2022-12-19T14:11:45+00:00,DONE
3678800,buy,0.00090389,-55.55,2022-12-19T12:11:41+00:00,DONE
3678696,buy,0.00090238,-55.55,2022-12-19T10:11:38+00:00,DONE
3678575,buy,0.00090421,-55.55,2022-12-19T08:11:34+00:00,DONE
3678511,buy,0.00090426,-55.55,2022-12-19T06:11:30+00:00,DONE
3678457,buy,0.00090573,-55.56,2022-12-19T04:11:27+00:00,DONE
3678423,buy,0.00090146,-55.55,2022-12-19T02:11:25+00:00,DONE
3678409,buy,0.00088875,-54.69,2022-12-19T00:11:23+00:00,DONE
3678385,buy,0.00090162,-55.55,2022-12-18T22:11:19+00:00,DONE
3678339,buy,0.00090195,-55.55,2022-12-18T20:11:16+00:00,DONE
3678280,buy,0.00090152,-55.57,2022-12-18T18:11:13+00:00,DONE
3678236,buy,0.00088875,-54.52,2022-12-18T16:11:10+00:00,DONE
3678183,buy,0.00088875,-54.58,2022-12-18T14:11:08+00:00,DONE
3678090,buy,0.00090432,-55.55,2022-12-18T12:11:04+00:00,DONE
3678019,buy,0.00090459,-55.55,2022-12-18T10:11:02+00:00,DONE
3677962,buy,0.00090173,-55.55,2022-12-18T08:10:59+00:00,DONE
3677895,buy,0.00090286,-55.56,2022-12-18T06:10:57+00:00,DONE
3677833,buy,0.00088875,-54.7,2022-12-18T04:10:54+00:00,DONE
3677812,buy,0.00090372,-55.55,2022-12-18T02:10:51+00:00,DONE
3677793,buy,0.00090184,-55.55,2022-12-18T00:10:48+00:00,DONE
3677741,buy,0.00090443,-55.55,2022-12-17T22:10:45+00:00,DONE
3677644,buy,0.0009047,-55.55,2022-12-17T20:10:43+00:00,DONE
3677516,buy,0.00090665,-55.55,2022-12-17T18:10:39+00:00,DONE
3677448,buy,0.00090524,-55.55,2022-12-17T16:10:37+00:00,DONE
3677351,buy,0.00090486,-55.55,2022-12-17T14:10:34+00:00,DONE
3677239,buy,0.00090491,-55.55,2022-12-17T12:10:32+00:00,DONE
3677147,buy,0.00090502,-55.55,2022-12-17T10:10:29+00:00,DONE
3677039,buy,0.00090254,-55.55,2022-12-17T08:10:25+00:00,DONE
3676929,buy,0.00088875,-54.52,2022-12-17T06:10:22+00:00,DONE
3676787,buy,0.00090594,-55.55,2022-12-17T04:10:20+00:00,DONE
3676638,buy,0.00090725,-55.55,2022-12-17T02:10:17+00:00,DONE
3676546,buy,0.00090649,-55.56,2022-12-17T00:10:13+00:00,DONE
3676474,buy,0.00089697,-55.55,2022-12-16T22:10:10+00:00,DONE
3676397,buy,0.00089639,-55.55,2022-12-16T20:10:07+00:00,DONE
3676252,buy,0.00089836,-55.55,2022-12-16T18:10:04+00:00,DONE
3676083,buy,0.00089443,-55.49,2022-12-16T16:10:02+00:00,DONE
3675973,buy,0.00089069,-55.55,2022-12-16T14:10:00+00:00,DONE
3675857,buy,0.00088912,-55.55,2022-12-16T12:09:57+00:00,DONE
3675725,buy,0.00088907,-55.55,2022-12-16T10:09:55+00:00,DONE
3675552,buy,0.00086413,-55.56,2022-12-16T08:09:51+00:00,DONE
3675485,buy,0.00086894,-55.55,2022-12-16T06:09:48+00:00,DONE
3675426,buy,0.0008677,-55.55,2022-12-16T04:09:46+00:00,DONE
3675403,buy,0.00086835,-55.55,2022-12-16T02:09:43+00:00,DONE
3675380,buy,0.00087079,-55.55,2022-12-16T00:09:40+00:00,DONE
3675326,buy,0.000871,-55.55,2022-12-15T22:09:38+00:00,DONE
3675278,buy,0.00086636,-55.54,2022-12-15T20:09:34+00:00,DONE
3675194,buy,0.00086835,-55.53,2022-12-15T18:09:31+00:00,DONE
3675105,buy,0.00086785,-55.56,2022-12-15T16:09:29+00:00,DONE
3674984,buy,0.00086299,-55.55,2022-12-15T14:09:25+00:00,DONE
3674885,buy,0.00085384,-55.55,2022-12-15T12:09:22+00:00,DONE
3674791,buy,0.0008548,-55.55,2022-12-15T10:09:19+00:00,DONE
3674704,buy,0.00085408,-55.55,2022-12-15T08:09:17+00:00,DONE
3674614,buy,0.00085283,-55.55,2022-12-15T06:09:13+00:00,DONE
3674537,buy,0.00085379,-55.55,2022-12-15T04:09:11+00:00,DONE
3674471,buy,0.00085781,-55.56,2022-12-15T02:09:09+00:00,DONE
3674427,buy,0.00084866,-55.56,2022-12-15T00:09:07+00:00,DONE
3674380,buy,0.00084895,-55.55,2022-12-14T22:09:04+00:00,DONE
3674283,buy,0.00084762,-55.56,2022-12-14T20:09:02+00:00,DONE
3674078,buy,0.00083517,-55.54,2022-12-14T18:08:59+00:00,DONE
3673923,buy,0.00083476,-55.55,2022-12-14T16:08:57+00:00,DONE
3673769,buy,0.00084417,-55.56,2022-12-14T14:08:54+00:00,DONE
3673659,buy,0.00084729,-55.55,2022-12-14T12:08:52+00:00,DONE
3673542,buy,0.00084886,-55.56,2022-12-14T10:08:50+00:00,DONE
3673461,buy,0.00084986,-55.55,2022-12-14T08:08:48+00:00,DONE
3673396,buy,0.00085038,-55.55,2022-12-14T06:08:44+00:00,DONE
3673327,buy,0.00085038,-55.55,2022-12-14T04:08:41+00:00,DONE
3673295,buy,0.00085057,-55.55,2022-12-14T02:08:38+00:00,DONE
3673262,buy,0.00085038,-55.56,2022-12-14T00:08:34+00:00,DONE
3673229,buy,0.00085043,-55.53,2022-12-13T22:08:31+00:00,DONE
3673134,buy,0.00085379,-55.55,2022-12-13T20:08:29+00:00,DONE
3673019,buy,0.00085679,-55.54,2022-12-13T18:08:27+00:00,DONE
3672888,buy,0.00085062,-55.55,2022-12-13T16:08:24+00:00,DONE
3672692,buy,0.00084577,-55.53,2022-12-13T14:08:22+00:00,DONE
3672456,buy,0.00086556,-55.55,2022-12-13T12:08:19+00:00,DONE
3672313,buy,0.00086601,-55.53,2022-12-13T10:08:17+00:00,DONE
3672224,buy,0.00088048,-55.55,2022-12-13T08:08:15+00:00,DONE
3672110,buy,0.00087955,-55.55,2022-12-13T06:08:13+00:00,DONE
3672000,buy,0.00088104,-55.55,2022-12-13T04:08:10+00:00,DONE
3671936,buy,0.00088089,-55.55,2022-12-13T02:08:08+00:00,DONE
3671891,buy,0.00087879,-55.55,2022-12-13T00:08:05+00:00,DONE
3671853,buy,0.00087894,-55.54,2022-12-12T22:08:02+00:00,DONE
3671773,buy,0.00088589,-55.55,2022-12-12T20:07:59+00:00,DONE
3671681,buy,0.00088849,-55.55,2022-12-12T18:07:57+00:00,DONE
3671567,buy,0.00088818,-55.55,2022-12-12T16:07:55+00:00,DONE
3671473,buy,0.00088954,-55.55,2022-12-12T14:07:51+00:00,DONE
3671383,buy,0.00088964,-55.55,2022-12-12T12:07:48+00:00,DONE
3671288,buy,0.00089064,-55.55,2022-12-12T10:07:46+00:00,DONE
3671160,buy,0.00089284,-55.55,2022-12-12T08:07:44+00:00,DONE
3671052,buy,0.00089211,-55.55,2022-12-12T06:07:41+00:00,DONE
3670935,buy,0.00089332,-55.55,2022-12-12T04:07:37+00:00,DONE
3670835,buy,0.00089221,-55.55,2022-12-12T02:07:34+00:00,DONE
3670809,buy,0.00088734,-55.55,2022-12-12T00:07:30+00:00,DONE
3670740,buy,0.00088258,-55.55,2022-12-11T22:07:27+00:00,DONE
3670656,buy,0.00087981,-55.55,2022-12-11T20:07:25+00:00,DONE
3670550,buy,0.00087991,-55.55,2022-12-11T18:07:22+00:00,DONE
3670478,buy,0.00088114,-55.55,2022-12-11T16:07:20+00:00,DONE
3670383,buy,0.0008816,-55.55,2022-12-11T14:07:17+00:00,DONE
3670154,buy,0.00088119,-55.55,2022-12-11T07:14:55+00:00,DONE
3670089,buy,0.00088104,-55.55,2022-12-11T05:14:52+00:00,DONE
3670042,buy,0.00088166,-55.55,2022-12-11T03:14:50+00:00,DONE
3670019,buy,0.0008816,-55.55,2022-12-11T01:14:48+00:00,DONE
3670003,buy,0.00088212,-55.55,2022-12-10T23:14:46+00:00,DONE
3669959,buy,0.00088037,-55.55,2022-12-10T21:14:43+00:00,DONE
3669909,buy,0.00087955,-55.55,2022-12-10T19:14:41+00:00,DONE
3669837,buy,0.00087945,-55.55,2022-12-10T17:14:38+00:00,DONE
3669763,buy,0.00088094,-55.55,2022-12-10T15:14:35+00:00,DONE
3669699,buy,0.00088094,-55.55,2022-12-10T13:14:33+00:00,DONE
3669643,buy,0.00088083,-55.55,2022-12-10T11:14:30+00:00,DONE
3669560,buy,0.00088222,-55.55,2022-12-10T09:14:27+00:00,DONE
3669507,buy,0.00088186,-55.55,2022-12-10T07:14:23+00:00,DONE
3669447,buy,0.0008816,-55.55,2022-12-10T05:14:21+00:00,DONE
3669407,buy,0.00088217,-55.55,2022-12-10T03:14:18+00:00,DONE
3669386,buy,0.00088114,-55.55,2022-12-10T01:14:16+00:00,DONE
3669364,buy,0.00088232,-55.55,2022-12-09T23:14:13+00:00,DONE
3669313,buy,0.00088382,-55.55,2022-12-09T21:14:10+00:00,DONE
3669256,buy,0.00088274,-55.55,2022-12-09T19:14:06+00:00,DONE
3669195,buy,0.00088089,-55.55,2022-12-09T17:14:03+00:00,DONE
3669114,buy,0.00088083,-55.55,2022-12-09T15:13:59+00:00,DONE
3669015,buy,0.00087599,-55.55,2022-12-09T13:13:57+00:00,DONE
3668925,buy,0.00087812,-55.55,2022-12-09T11:13:55+00:00,DONE
3668833,buy,0.00087761,-55.55,2022-12-09T09:13:53+00:00,DONE
3668744,buy,0.00087726,-55.55,2022-12-09T07:13:51+00:00,DONE
3668640,buy,0.00087746,-55.55,2022-12-09T05:13:49+00:00,DONE
3668560,buy,0.00087741,-55.55,2022-12-09T03:13:46+00:00,DONE
3668512,buy,0.0008768,-55.55,2022-12-09T01:13:44+00:00,DONE
3668470,buy,0.0008765,-55.55,2022-12-08T23:13:42+00:00,DONE
3668405,buy,0.00087904,-55.55,2022-12-08T21:13:39+00:00,DONE
3668255,buy,0.00087746,-55.56,2022-12-08T19:13:36+00:00,DONE
3668084,buy,0.00089179,-55.55,2022-12-08T17:13:33+00:00,DONE
3668000,buy,0.00089316,-55.55,2022-12-08T15:13:31+00:00,DONE
3667926,buy,0.00089884,-55.55,2022-12-08T13:13:28+00:00,DONE
3667840,buy,0.00089879,-55.55,2022-12-08T11:13:25+00:00,DONE
3667737,buy,0.00089841,-55.55,2022-12-08T09:13:22+00:00,DONE
3667652,buy,0.00089862,-55.55,2022-12-08T07:13:19+00:00,DONE
3667586,buy,0.00089927,-55.55,2022-12-08T05:13:16+00:00,DONE
3667539,buy,0.00089793,-55.55,2022-12-08T03:13:13+00:00,DONE
3667500,buy,0.00089804,-55.55,2022-12-08T01:13:11+00:00,DONE
3667473,buy,0.00089697,-55.55,2022-12-07T23:13:08+00:00,DONE
3667401,buy,0.00089879,-55.55,2022-12-07T21:13:05+00:00,DONE
3667316,buy,0.00089991,-55.56,2022-12-07T19:13:03+00:00,DONE
3667241,buy,0.00089927,-55.55,2022-12-07T17:13:00+00:00,DONE
3667171,buy,0.00089889,-55.56,2022-12-07T15:12:58+00:00,DONE
